,word,total_value
7027,요알,-0.032990906
7028,꼬신,-0.28115204
7029,쓰지도,0.28975943
7030,양삼,-0.28746432
7031,맙시다,0.93933666
7032,와나,-0.14324173
7033,이모,0.58283085
7034,드릴려고,1.2140257
7035,중요,1.2013361
7036,정면,0.5652122
7037,비스듬히,0.35199428
7038,들어온다고,-0.032399975
7039,버벅,0.42366484
7040,캠,0.7093785
7041,핑장,0.80577016
7042,간장,1.2011818
7043,짜지,1.3799129
7044,망설여,0.5390286
7045,어프,-0.26645914
7046,러치,-0.30534166
7047,픔입니다,-0.31725764
7048,덜렁거리,0.92067516
7049,엥,0.47767484
7050,쌉싸름,0.4518944
7051,ㅠㅜㅠㅠ,-0.23208293
7052,물러져,0.49904546
7053,꺼지,1.2653015
7054,틑어짐,-0.26754332
7055,쫄,0.6423739
7056,대도,0.3357516
7057,쉐이크,0.6085794
7058,보충,0.5667001
7059,제도,0.5815287
7060,꺼졌,0.8215768
7061,켜졌,0.7490845
7062,애플,0.47947216
7063,무더위,0.31629738
7064,무섭,0.7259385
7065,발라내,0.014203578
7066,구우,0.4756354
7067,기모,1.0357224
7068,겉감,0.20781727
7069,손잡,0.3867223
7070,오물,0.53790104
7071,큰아이,0.49949896
7072,슈즈,0.44191507
7073,페인트,1.2080746
7074,밀대,0.7222823
7075,부러졌,1.3317978
7076,별짓,0.40998307
7077,바쁜데,0.22195192
7078,쇼,0.1813453
7079,오래갈,0.52524537
7080,줰ㅅ어여,-0.48863038
7081,그을리,0.2552676
7082,김자반,-0.032315325
7083,주먹밥,0.23255883
7084,볶음밥,0.7807559
7085,비빔면,0.1420731
7086,헷,0.26750842
7087,나간,0.9921002
7088,나았,0.9358787
7089,으아,0.060354583
7090,기앙,-0.3882592
7091,쬬야요,-0.51073635
7092,줫는데,0.8197776
7093,튜브,1.1087977
7094,어려서,1.0160977
7095,지켜봐야,1.2152869
7096,합격,0.44389614
7097,보온병,0.4991819
7098,얼린,0.81874025
7099,물병,0.99526966
7100,활동,1.1943569
7101,썻나,0.056428947
7102,허슬,-0.41285548
7103,섰,0.2810785
7104,포,0.32871392
7105,입혔,0.8679121
7106,구대로,-0.33500174
7107,냛은거같기도해요,-0.5012364
7108,때기,0.33783823
7109,키워서,0.39350742
7110,답례,-0.042403802
7111,지단,-0.15559764
7112,소금물,0.25165188
7113,붙여놨,0.5707053
7114,두려움,0.05629287
7115,스마,-0.024227979
7116,확답,0.38741118
7117,툴,0.5284791
7118,난리나,0.78540385
7119,여수,0.40860468
7120,버렷,0.5865891
7121,인양,0.0507548
7122,빵,0.7454927
7123,주인공,-0.018730905
7124,지경,0.8166875
7125,어르신,0.7678847
7126,잉에,-0.3165142
7127,팔뚝,0.9131268
7128,압력솥,-0.044586685
7129,섬유질,0.4986772
7130,삼키,0.669197
7131,뭉,0.16391143
7132,누,0.50322354
7133,놀라운,0.22683279
7134,안경집,-0.18650647
7135,움직일,1.1090943
7136,박히,0.7062689
7137,ㅜ비쌈,-0.56680244
7138,혹해서,0.9930033
7139,연필,0.52034795
7140,헷갈려,0.2739218
7141,아쉬워하,0.13238926
7142,손대,0.5398074
7143,댔,0.7050195
7144,럼,0.8731889
7145,덩그러,1.1236506
7146,흔한,0.70644206
7147,2018,1.0411404
7148,단밤,-0.24784864
7149,햇밤,0.7230965
7150,재미있,0.9096151
7151,모유,0.82107496
7152,작업복,1.0846691
7153,뭉개지,0.51855016
7154,인체,0.49562913
7155,공학,-0.10404817
7156,취미,0.35992435
7157,들어와요,0.88128114
7158,나박김치,-0.10872804
7159,결함,0.43754917
7160,써야지,0.7615035
7161,통풍,1.4313838
7162,나라,0.6883924
7163,언어,-0.09788966
7164,정중히,-0.33311263
7165,풀려요,1.1861563
7166,강사,0.27928877
7167,시나,-0.33346254
7168,시스템,0.8950199
7169,향상,0.38983828
7170,광탈,-0.32211432
7171,였음에도,0.23822653
7172,담배,0.7152842
7173,찌든,0.6718854
7174,원활,0.62838835
7175,든들,-0.6270527
7176,키워요,-0.5599851
7177,ㅠㅠ진짜,0.045631252
7178,쓸게요,1.1387954
7179,해매,0.21774417
7180,어려웠,1.2485749
7181,라운,0.8097679
7182,으렵니다,0.3813001
7183,ㅜ롱ㄴ노모ㅓㅁ,-0.65238625
7184,다릅니까,-0.30699706
7185,보입니까,-0.29845923
7186,첨가,0.66182584
7187,해야죠,1.0632901
7188,큐,0.05070258
7189,봣던거랑,-0.44313052
7190,이격,0.34814668
7191,덜거덕,0.32418016
7192,권하,0.92369735
7193,못해서,1.0643674
7194,미안,1.4613724
7195,테스트로,0.38901106
7196,나올까,0.5014098
7197,팔랑팔랑,-0.5537232
7198,인태,-0.5373288
7199,해침,-0.43341985
7200,어정쩡,0.87895375
7201,자니,1.324538
7202,쉬운,1.3203561
7203,겠다,0.4105557
7204,맘먹,0.39003032
7205,얊,-0.26371175
7206,느니만,0.41380787
7207,기아,0.25964847
7208,옐,-0.4074587
7209,보여진,-0.108237125
7210,ㅓㅋ코코난뉺낭ㅍ뉴,-0.66978997
7211,사랑,0.6829503
7212,흄,-0.16932409
7213,ㅠㅠㅠㅠ,0.8349308
7214,미흡,1.2747599
7215,김부각,0.92485046
7216,뿌려진,-0.3928052
7217,본연,0.37023556
7218,명태,0.2859969
7219,고여,0.8926087
7220,지느러미,0.24460158
7221,튀겨서,0.28994274
7222,췄,0.21820652
7223,유격,0.9922343
7224,줄눈,0.2863084
7225,절실히,0.17700194
7226,벽타일,0.0011552805
7227,가늘,1.1223661
7228,파랗,0.38021672
7229,통이,0.91231346
7230,테이,-0.015801432
7231,퍼드,-0.18439099
7232,확신,0.54180217
7233,혀서,0.6352733
7234,빡세,0.8182469
7235,깨져,1.4697012
7236,음료,0.894511
7237,진니,-0.29309443
7238,인건,0.39347035
7239,거라,1.0194495
7240,쓸데없,0.76488286
7241,칩니다,0.5198185
7242,뿌연,0.29084373
7243,동그라미,0.49275783
7244,터서,0.3984398
7245,르네,0.102295056
7246,테르,-0.30186597
7247,모름,0.83826494
7248,넘어와서,0.023505349
7249,나스,0.1923133
7250,얼굴색,0.10421629
7251,인도,0.35231012
7252,로즈마리,-0.021982871
7253,힐,0.6307145
7254,싱크로,-0.04310415
7255,병뚜껑,0.44627345
7256,곳곳,0.9131104
7257,스티로폼,1.3410087
7258,칫솔질,0.51869655
7259,저속,0.15356627
7260,드론,0.46213666
7261,조종,0.40247193
7262,블레이드,0.25384843
7263,둘러싸여,-0.1890514
7264,헤드,0.94343036
7265,부러질,1.4543215
7266,라임,0.87128687
7267,뜨겁,1.1289686
7268,찢겨져서,0.28784648
7269,가리,0.8591878
7270,철사,1.0196288
7271,뜨개,0.41900593
7272,사이사이,0.57104695
7273,레이어,0.29162443
7274,겉도,0.9435159
7275,원해요,0.3543299
7276,우르르,0.16905287
7277,접혀,0.9678867
7278,은데요,1.3486028
7279,코드,0.8417746
7280,즐기,0.6231977
7281,쿵,0.42658278
7282,시커매,0.3465038
7283,울수,0.15750422
7284,중고,1.5810841
7285,했어도,0.8399058
7286,빠르기,0.013635993
7287,쓴다고,1.1557505
7288,입금,1.0906304
7289,짬뽕,0.1761117
7290,풍미,0.5287015
7291,상아,0.20246491
7292,구데이,-0.055483866
7293,뚝,0.81707394
7294,끊어질,0.8859809
7295,유연,0.6638579
7296,두드려,0.2792948
7297,정성,1.1039267
7298,맜,0.7613494
7299,더불,0.34768197
7300,광주,0.300013
7301,코다리,0.3909348
7302,조림,0.8629368
7303,평이,0.30380607
7304,조합,0.7987919
7305,적절,1.1556339
7306,사란,-0.06655348
7307,척후,0.5953518
7308,온몸,0.46350646
7309,근육통,0.34771946
7310,이완,-0.0057156417
7311,구석탱이,0.072996244
7312,보일,1.0692586
7313,거품기,-0.11186069
7314,이중,1.0764117
7315,달고나,0.13903578
7316,즐거워요,0.049324505
7317,아이스커피,0.51075166
7318,오염물,0.53823215
7319,땡땡이,-0.19280335
7320,부디,0.7963143
7321,젛고,0.21815997
7322,들림,0.5283075
7323,키웠,0.18360618
7324,나감,0.56998914
7325,키론,0.38927847
7326,버릴랍니다,0.074301735
7327,연명,-0.12886342
7328,재할,-0.24512206
7329,미숫가루,0.82451236
7330,넥라인,0.25950482
7331,횡재,-0.21692899
7332,나갈까,-0.01769088
7333,숟가락질,-0.3297035
7334,메탈,0.67317235
7335,스크랩,0.40032163
7336,알맹이,1.0967026
7337,한지라,0.7083181
7338,별도,1.0624086
7339,낮잠,0.69044024
7340,불로,0.8564027
7341,눕,0.948849
7342,해해서,0.38451838
7343,바꿔서,1.0006771
7344,친해서,-0.21871145
7345,도망가,0.44809732
7346,나비야,-0.23984398
7347,한양,0.201455
7348,시켜요,1.4697213
7349,어린이,0.8620172
7350,스카프,0.7180298
7351,발향,0.574875
7352,문향,-0.3171515
7353,색조,0.15083244
7354,지울,0.88838255
7355,펼쳐진,-0.030027708
7356,같애,0.3964673
7357,식이,0.42794192
7358,비릿,1.0837095
7359,맡아보,1.0847985
7360,데우,0.82298464
7361,게다가,1.0169756
7362,동결,0.29584083
7363,저온,0.21342055
7364,닜러요,-0.43365413
7365,맛본,0.22382084
7366,억,0.5042652
7367,단자,1.0715739
7368,접촉,1.0106992
7369,파츠,1.0489482
7370,젤로,-0.38596356
7371,로브스키,0.06922748
7372,크리스탈,0.48028067
7373,오른손,0.4334261
7374,탑,0.61101943
7375,주위,0.9550545
7376,러쉬,0.7348526
7377,메꿔,0.095880516
7378,절여진,0.15504822
7379,필드,0.82359004
7380,트위스트,0.16850957
7381,피봤,0.28911144
7382,블릿,0.24591587
7383,쉬움,0.39663917
7384,동효,-0.31414947
7385,유동,0.28449357
7386,할려면,0.5224556
7387,커머스,0.36946294
7388,아세요,-0.4825177
7389,반값,0.9811104
7390,크렌,-0.05807121
7391,미국,0.8222971
7392,주입,0.5245927
7393,부결,0.8176458
7394,졌었,0.587689
7395,원인,0.66874415
7396,메일,1.1001468
7397,비밀,0.5301654
7398,나방,0.42391708
7399,지나치,0.66903675
7400,대체로,1.2732848
7401,순간접착제,0.7028281
7402,건덕,-0.31804147
7403,ㅓ했으나,-0.35607404
7404,사려,1.216803
7405,븐,0.041652728
7406,6575676573545373543553,-0.56376
7407,드라이아이스,1.0796971
7408,800,0.9726365
7409,이런지,0.56655335
7410,나눠져,0.9593462
7411,연출,0.5477849
7412,홍,0.40019473
7413,시어머니,0.644219
7414,받는이,-0.32998577
7415,세관,0.2728167
7416,신차,0.43658793
7417,격차,0.20973593
7418,껴,1.2120484
7419,그랜저,0.24815568
7420,스포티지,0.23806871
7421,페시아,0.1423144
7422,밤부,0.3095354
7423,베베,0.28123114
7424,남녀노소,-0.1394568
7425,양질,-0.07608145
7426,헝,0.18461432
7427,긍데,0.3107128
7428,미니미,0.48567066
7429,애고,-0.2312906
7430,부어서,0.5721661
7431,말린,0.979248
7432,질럿,0.13907792
7433,독,0.830073
7434,영양,0.81951714
7435,공기구멍,0.30287462
7436,크림색,0.04992066
7437,크리미,0.105466835
7438,찐한,0.4366379
7439,소,0.6957081
7440,라운드,0.7331635
7441,거즈,0.62701565
7442,15,1.1224023
7443,조물거려서,-0.2780417
7444,주물렀,-0.28408578
7445,는대도,0.44748503
7446,맞춰,1.334493
7447,대안,0.49599054
7448,곡물,0.7380454
7449,바보,0.99556774
7450,ㅡ다신,-0.27165613
7451,묭히,-0.38662457
7452,지불,1.2563314
7453,찰,0.637295
7454,찰옥수수,0.18805107
7455,허옇,0.5358435
7456,어두웠,0.42364082
7457,남남,-0.38681358
7458,고고,0.5473117
7459,가사,0.05078437
7460,튼실,1.1051229
7461,얌,0.21634232
7462,흘려,0.57791126
7463,백김치,0.50661695
7464,뺍니당,0.061745625
7465,수업,0.71805674
7466,부랴부랴,0.5534196
7467,뛰어갔,-0.2343013
7468,늘어질,-0.004449273
7469,손빨래,1.3621811
7470,늘어지,1.0993549
7471,빨강이,0.32490426
7472,4900,0.08535214
7473,훈훈,0.28005314
7474,수산,0.35715288
7475,밑바닥,0.7717173
7476,드려서,0.5532174
7477,책상다리,0.1389867
7478,뒷좌석,0.30354065
7479,더러워지,0.7543394
7480,치석,0.71816885
7481,관리도,-0.24234669
7482,된다니,0.6617844
7483,마음놓,0.1954195
7484,세울,0.70801497
7485,세우,0.7025986
7486,대보,0.23884499
7487,면적,0.89674705
7488,으려는,0.54612064
7489,강해야,-0.21104313
7490,찰싹,0.04367137
7491,예시,0.2734809
7492,어림,-0.0161554
7493,둘려구요,-0.3945433
7494,방전,1.137847
7495,갯벌,0.20073007
7496,더럽혀,0.034350708
7497,실제로,1.4046726
7498,푸석푸석,0.9063597
7499,나무질,0.13144355
7500,장단점,0.07353984
7501,기수,-0.2290998
7502,넑,-0.27098745
7503,와인,0.8057952
7504,똑딱,0.5186236
7505,욘,0.6392016
7506,동그라,0.042848125
7507,쑤셔,0.33214816
7508,ㅠㅠ상자통째오,-0.29112196
7509,얼리,1.0585463
7510,상호,0.24341851
7511,꺼림칙,0.35847694
7512,물외,-0.27302673
7513,안들,0.3521075
7514,힘주,1.0774227
7515,대걸레질,-0.20941429
7516,당길,0.3513233
7517,ㅡㅅㅡ,0.4451383
7518,으께요,-0.08563403
7519,인해서,0.52666897
7520,녹차,0.51321167
7521,쌉쓰름한,-0.26130947
7522,검품,1.0493207
7523,척추,0.2861022
7524,뭄이에요,-0.40941215
7525,즐,0.4000303
7526,얼룩,1.5058833
7527,거슬리,1.3607676
7528,급해서,1.364315
7529,구릿빛,-0.26149818
7530,씨알,0.9923991
7531,죽였,-0.057698697
7532,2019,0.6979718
7533,비쌌,0.8787195
7534,와이어리스,0.109656624
7535,예쁠,1.206155
7536,느릴,0.82192147
7537,윽,0.41538247
7538,묘문,0.05248446
7539,모자랐,0.14154845
7540,확장,0.86156154
7541,패널,0.58148634
7542,번들거리,0.85646886
7543,ㅜㅜ이뻐용,-0.52826464
7544,실버,1.0881478
7545,켯는데요,-0.2581274
7546,지정,1.1410013
7547,백화,-0.16355157
7548,밀릴,0.39835453
7549,그슬,-0.33229008
7550,럿해먹으려고,-0.3014462
7551,부착력,0.2751244
7552,도배지,-0.05811833
7553,지물포,-0.059659567
7554,벽면,0.6278681
7555,겨우겨우,0.7810452
7556,상합니다,0.35802883
7557,김치냉장고,0.9041132
7558,받쳐입,0.61340004
7559,접혀서,1.0144945
7560,겼네용,-0.20534654
7561,볼려,0.20861731
7562,쮸가,-0.40638965
7563,공개,0.32942268
7564,소시지,0.5663285
7565,단백질,0.49078208
7566,짤라,0.3324794
7567,ㅗ옹ㅇㅎ,-0.5522135
7568,여직,0.39407364
7569,원분,0.55632097
7570,ㅇㄴㅁ을,-0.47069582
7571,ㅊㄷ,-0.060507484
7572,ㄺㄷ,-0.426991
7573,ㅍㄱ,0.035578195
7574,ㅊㄷㅈㅍㅎㄱㄷㅈㅂㅍㄱㄷㅁㄴㄱㅍㄷ,-0.5978378
7575,도매,0.041207116
7576,단지,1.0116818
7577,열선,0.6117052
7578,질지,0.6812036
7579,페인트칠,0.85612565
7580,우드,1.004834
7581,촌,1.1287773
7582,추후,1.4016875
7583,수천,0.44251695
7584,반질반질,0.553094
7585,맸,0.12508422
7586,ㅜㅜ책,-0.33489954
7587,권,0.5776945
7588,소지품,0.56982416
7589,넨,0.98831284
7590,요긴,1.38145
7591,카우치,0.0881947
7592,투리,0.8161092
7593,박힌,0.63217866
7594,셀,0.78114516
7595,채우,0.9217334
7596,과즙,0.79007393
7597,요고,0.7317393
7598,좋아할,1.1699536
7599,찢겨져,0.63235325
7600,34,0.6090611
7601,28,1.3234615
7602,부드득,-0.4334845
7603,인파,-0.47649583
7604,무언가,0.7394479
7605,자잘,0.9407044
7606,어두,0.70642316
7607,파인,0.8811755
7608,공비,0.30531278
7609,우정,0.21669343
7610,맞췄,1.0237638
7611,늘릴,0.45557827
7612,금은방,-0.29701787
7613,재실,0.0053520845
7614,저망,-0.5415075
7615,2012,-0.28317526
7616,가계,0.048637897
7617,쏘인,-0.5961836
7618,뿌셔,0.59645814
7619,뒹굴러,-0.06254521
7620,빠져나온,-0.2987623
7621,도마,1.2576171
7622,문지,-0.2933088
7623,희열,0.0651509
7624,장난쳐도,-0.38416883
7625,촌스럽,1.0805058
7626,병아리,0.74436235
7627,집어넣,0.6082328
7628,측면,1.0609264
7629,재봉,1.208545
7630,탁한,0.84433794
7631,로라,0.6326032
7632,웋,-0.13384685
7633,불퉁,-0.12287889
7634,건더기,0.73043036
7635,장마,0.7104634
7636,방틀,-0.5388735
7637,아가마,-0.36689392
7638,다치,0.8760543
7639,날카로워,0.93709564
7640,현대인,-0.26661193
7641,풀기,0.0342818
7642,도로는,0.08379137
7643,추전,0.29925713
7644,늘어났,0.84340376
7645,커져,0.25361583
7646,커팅,0.50467485
7647,꽃게,1.0798789
7648,널널,0.931812
7649,공산품,0.48779094
7650,구나,1.1568407
7651,끝물,0.8634307
7652,물려서,0.3960908
7653,찐,0.90110856
7654,ㅠㅡㅜ,-0.16039768
7655,어려워,1.030551
7656,신분,0.80152506
7657,ㅕㅏ,-0.40797696
7658,ㅑ류,-0.19953275
7659,ㅜㅡ,0.37106472
7660,ㅗㅇ,-0.19428046
7661,ㅌ퍼,-0.3721075
7662,ㅑㅐ,-0.2408869
7663,ㅔㅏ,-0.31933284
7664,ㅓㅗ,-0.051304735
7665,ㅌ츄,-0.45212367
7666,ㅡㅡㅏㅓㅗㅎㄹㅇㄴㅈㄷㄱ쇼ㅑㅐㅐㅣㅏㅗㄹㅇㄴㅋㅌ,-0.5278358
7667,한데요,1.1437715
7668,속지,1.0914974
7669,멍추,-0.48698422
7670,리추,-0.25856876
7671,산수,0.5096989
7672,줄여,0.5711559
7673,주간,0.59837794
7674,묵묵히,-0.2537139
7675,셨으니,0.16317795
7676,스팅,-0.03452281
7677,미끄러워,1.147552
7678,간식거리,0.23430061
7679,힙합,-0.2108255
7680,미끄러질,0.6708521
7681,겨드랑,0.7497291
7682,뮌가부드럽고,-0.42529577
7683,배소,0.59866405
7684,ㅗㅇ도,-0.3635789
7685,45000,0.46100003
7686,경쟁,0.11393803
7687,춤춰,-0.39315763
7688,재궁,-0.059253097
7689,순수,0.4888943
7690,글쎄,1.0104288
7691,틀린가,0.17503162
7692,일주,0.4333596
7693,짭임ㅋㅋㅋ선부터가,-0.31376892
7694,쳐집니다,0.15712424
7695,막걸리,0.64006823
7696,넘쳐서,0.42213735
7697,넘쳤,0.11144129
7698,배상,0.32333824
7699,실려구,-0.24549486
7700,취급,0.8129415
7701,띄,1.4008677
7702,으니깐,1.0869972
7703,으세요,0.96882576
7704,놨을,0.41164505
7705,ㅇ요,0.32828605
7706,잤,1.1866525
7707,통해서,0.7348538
7708,155,0.39033988
7709,야외,0.97031814
7710,평하,0.36095902
7711,가을,1.3664403
7712,검댕,0.39497894
7713,붙일려,0.5818186
7714,링크,0.83447134
7715,캡쳐,0.6305807
7716,과수,-0.3462998
7717,른,0.42900005
7718,하기스,0.54713756
7719,탈없이,0.23814
7720,리라,0.7220721
7721,깨물,0.47022903
7722,기어,0.6385915
7723,식겁,0.82818294
7724,스티거,0.17564967
7725,헹,0.3672314
7726,어가,-0.099727385
7727,정한,-0.06038865
7728,농약,0.35889244
7729,살포시,-0.027873045
7730,장화,0.4982704
7731,쓰였,1.1300799
7732,개국,-0.11636802
7733,데이터,0.8407817
7734,코타키,-0.32855773
7735,기가,0.54418314
7736,먹통,0.84834737
7737,먕,0.38085735
7738,만능,0.5638376
7739,도배,0.6433339
7740,텅텅,0.35817742
7741,덜렁,1.0605881
7742,구겨진,0.9587284
7743,다쳤,0.97931683
7744,로러,-0.110953964
7745,로로,-0.08373586
7746,롱이,-0.50497806
7747,힘든데,0.9940863
7748,요건,1.2588286
7749,접하,0.59047097
7750,세봉,-0.09632092
7751,삼십봉,-0.20982978
7752,경제,0.8840381
7753,타격,0.20213987
7754,고온,0.55605257
7755,제겐,0.5662648
7756,중온,-0.20273755
7757,온용,-0.31431058
7758,틀어져,0.7949931
7759,만져,1.2949468
7760,가져다,1.0684478
7761,셋째,0.13670324
7762,미스트,1.137887
7763,먹잇감,-0.38370076
7764,왈,0.4394472
7765,문건,0.12581433
7766,첫인상,-0.23821606
7767,다용도실,0.9209919
7768,강력,1.0931467
7769,클래식,0.5120541
7770,아무렇,0.57127213
7771,다녀도,0.7903679
7772,맹탕,0.61666733
7773,액젓,0.24823336
7774,핸,0.8940313
7775,꼇을때,-0.38007686
7776,스허,-0.17313778
7777,웟는데,0.38498786
7778,간간,0.21764411
7779,열무,0.80850613
7780,물김치,0.9676715
7781,굳은살,0.40376613
7782,박혀도,-0.40420794
7783,보이런,-0.18924339
7784,똑바로,1.5459024
7785,만드세요,0.63757485
7786,지우개,0.5474743
7787,부추,0.63230246
7788,비법,0.15427983
7789,늠,0.6203369
7790,나쁨,0.786578
7791,찍혀,1.163296
7792,버릴라,0.21364427
7793,정리함,0.987329
7794,조만간,1.465906
7795,적립,0.68958175
7796,환금성,-0.3070632
7797,멤버,-0.07262511
7798,아기과자,-0.51414806
7799,담기,0.6562224
7800,깡패,0.5753649
7801,ㅠ다버렷어요ㅠ넘달아요,-0.45038727
7802,발복,-0.117698625
7803,자주색,0.21626467
7804,쾅,0.37058994
7805,눌러서,0.7240672
7806,엘리베이터,0.51081604
7807,멀뚱,-0.21422823
7808,쳐다보,0.6137431
7809,눈앞,0.26982498
7810,주워들,-0.30037495
7811,솔리스,-0.2059939
7812,히요,-0.23570192
7813,얼러,-0.34583327
7814,ㅡ투ㅏ,-0.22998875
7815,럳엍,-0.28402394
7816,앝,0.19223998
7817,출가,-0.30283642
7818,나추,-0.3758586
7819,타처,-0.3121847
7820,누타,-0.16376388
7821,차어,-0.3503179
7822,쿠타,-0.33998904
7823,라마,-0.06794013
7824,퉃라누처ㅏ나ㅜ라,-0.512509
7825,개신,-0.36527973
7826,종료,0.591005
7827,램프,0.8655246
7828,점등,-0.14547527
7829,형식,0.7110628
7830,라니까,0.83479315
7831,립스틱,0.6687328
7832,미네랄,0.016757054
7833,향냄새,-0.287975
7834,잆,-0.047567863
7835,용전,0.19583596
7836,예약,1.0428411
7837,순서,0.581917
7838,머릿결,1.1816498
7839,한정,0.4768081
7840,특가,0.8633195
7841,공급,0.64535016
7842,된데요,0.48526484
7843,펼쳤,0.61055
7844,팽팽,0.6075862
7845,늘어져서,0.49082714
7846,아까울,1.460705
7847,가위질,0.74960047
7848,합리,1.5474557
7849,겅,0.363416
7850,대하,0.4898975
7851,찬,0.771786
7852,싯,0.3730968
7853,코스,0.64428383
7854,가려서,0.51620084
7855,씌우,1.2732457
7856,줄여서,0.68916017
7857,미백,0.50755
7858,신규,-0.33454713
7859,계약,0.21431454
7860,쉬웠,1.4168304
7861,나쁜,1.3817376
7862,껴도,0.544727
7863,시려워,0.62618494
7864,비주얼,0.7208206
7865,예고,0.055657517
7866,아이고,0.10859888
7867,철통,-0.2363123
7868,다닥,0.026690045
7869,빠진다고,0.72345734
7870,해봐도,1.1215581
7871,끼여서,0.45203522
7872,청소년,0.4246661
7873,포크,0.84907675
7874,매입,0.41726798
7875,인거,0.95275223
7876,머신,0.44937205
7877,가두,0.19186938
7878,돌체,0.27122164
7879,완저,0.06685092
7880,주인,0.53097934
7881,잊,0.9626212
7882,구연산,0.26230854
7883,변비,1.1354085
7884,호전,0.39590648
7885,느낍니다,0.6286615
7886,ㅜㅜ생각보다조금얇아서,-0.47184867
7887,중량,0.8396678
7888,낙,0.30623507
7889,온갖,0.22152354
7890,털어놓,-0.47917116
7891,동이,-0.011089235
7892,가동,0.39187798
7893,어이,0.5933964
7894,책임,0.9418732
7895,판단,1.2481451
7896,한결같이,0.50718063
7897,못생긴,0.18535441
7898,냅,0.979789
7899,양가죽,0.12767436
7900,짜개,0.26607725
7901,개지,-0.2647979
7902,배스,0.3157655
7903,넘길,0.5875047
7904,5500,0.788803
7905,차르르,0.41443464
7906,까슬하,0.6372953
7907,수취,0.16909093
7908,동굴,-0.15942688
7909,여물,0.34275886
7910,어차피,1.2688059
7911,여문,0.52258503
7912,초록빛,0.25200102
7913,군데군데,1.2815437
7914,파여져,-0.04890828
7915,머리숱,0.86816484
7916,뿌려도,0.75612235
7917,한산,-0.2665872
7918,반신욕,0.3428613
7919,열기,0.9733621
7920,후끈,0.037044976
7921,냉면,0.6910317
7922,무우,0.53546065
7923,계좌,0.70584726
7924,엑,0.4322539
7925,공책,0.41105893
7926,마치,0.82575387
7927,우유색,-0.056705777
7928,ㅠ재구매,0.104631
7929,하얀색,1.0088307
7930,이염,0.9934486
7931,카빙,-0.26676682
7932,꺽지,0.054861438
7933,새로운,0.9391925
7934,태블릿,0.4614357
7935,올릴려면,-0.28867427
7936,넘어갈,0.78745365
7937,타이핑,0.3180671
7938,잔량,0.7244319
7939,어떡,1.40564
7940,할까요,1.2163363
7941,나눠서,1.0622643
7942,ㅜㅜㅜ배송이,-0.35318235
7943,질도,0.7463001
7944,묶음,1.3761717
7945,느껴집니다,0.8511861
7946,켤레,1.1246908
7947,슷ㄷ,-0.33584806
7948,ㅇㄷ,0.45734033
7949,받쳐,1.2947695
7950,던진,0.7221914
7951,견딜,0.59134865
7952,밤새,0.57645917
7953,모기장,0.65235645
7954,농장,0.6017089
7955,치즈스틱,-0.031117173
7956,맥주,1.1084783
7957,무스,0.28920293
7958,치즈,0.7293247
7959,칼칼,0.6668625
7960,곱새,0.36158317
7961,네유,1.1395096
7962,ㄸ,0.017657897
7963,우글거리,0.16844828
7964,고려,1.7115997
7965,유브이,-0.55074453
7966,합판,1.1648382
7967,고라지,-0.2912236
7968,좀더,1.4875932
7969,끊어짐,0.5811667
7970,라이,0.63923234
7971,딩시,0.16935939
7972,응축,0.016064884
7973,가까움,-0.1953128
7974,흔들림,1.1513803
7975,장기간,0.34907752
7976,분쇄기,-0.25751978
7977,2020,1.0316726
7978,02,0.16859575
7979,내려오,0.8344006
7980,현재,1.2201841
7981,차콜,1.0409379
7982,쥐포,0.78591275
7983,소장,0.57471734
7984,반짝이,0.59010947
7985,쁩니닷,-0.24482684
7986,질까봐,0.7930805
7987,조심스레,0.10718732
7988,바탕,0.42160806
7989,셉,0.30570138
7990,크랙,0.45408794
7991,어딘지,0.28558737
7992,아날로그,0.25508326
7993,헐거운,1.0333878
7994,스로,0.4079287
7995,걸린다,0.8549582
7996,원판,0.57677364
7997,나갑니다,0.58817685
7998,익혔,0.58609974
7999,썻을때는,-0.428501
8000,세안,1.2257837
8001,땡겨,0.8495429
8002,쨰,0.7614994
8003,고정못,-0.2446404
8004,무안,0.22201532
8005,추임,0.45414722
8006,ㅜ쌍커플액이,-0.32796043
8007,나무껍질,0.10156582
8008,작아지,0.85161066
8009,귀여운데,0.6379786
8010,피드백,1.3808892
8011,기계식,0.16276123
8012,겔,0.6277619
8013,바른다고,-0.077198654
8014,덴트,0.14447492
8015,보안,0.6325386
8016,청색,0.4016059
8017,해머,0.19003169
8018,뿌러,0.6664347
8019,특인,0.026722407
8020,파라솔,0.4203904
8021,아메리카노,0.58195347
8022,쭈우욱,-0.41714105
8023,속상,1.2508955
8024,아껴,0.89987093
8025,주관,0.71499366
8026,잠수함,0.2714433
8027,바꿈,0.24157175
8028,낑,0.52727526
8029,졸업,0.4840971
8030,스프,0.42024297
8031,레니,-0.33630732
8032,통신사,0.58080834
8033,로밍,0.85032946
8034,실속,0.88594854
8035,풍,0.61381054
8036,나왓,1.0154757
8037,짤라서,0.3778117
8038,지여,0.20619915
8039,크랩,-0.02194987
8040,한동안,1.2151823
8041,해신,-0.23299512
8042,고작,0.40548828
8043,여졌,-0.285644
8044,운속,-0.25689223
8045,겜,0.43106744
8046,랜,0.39441404
8047,끊어졌,1.1506659
8048,불실,-0.07609486
8049,미아,0.19159687
8050,잣,0.524126
